BASIN,2022-08_ALLOCATIONS,2022-08_AVAILABLE_FLOW,2022-08_DEMAND
R_14,0.0,2.66428924877839,0.0
R_14_M,0.0,53.09240914299517,0.0
R_15,0.0,0.7090447194329587,0.0
R_15_M,0.0,53.80145386242813,0.0
R_16,0.0,3.695627022499058,0.0
R_16_M,0.0,57.49708088492719,0.0
R_17,0.0,1.799469553106373,0.0
R_17_M,96.9073036,969.7298837713669,96.90734059700002
R_18,0.0,4.442272598265582,0.0
R_18_M,330.11181989999994,1048.0537000954587,330.11222415899994
R_19,0.0,1.6222083732481332,0.0
R_19_M,53.194372,1045.536706268707,53.19433867
R_20,0.0,12.069874883074682,0.0
R_21,0.0,7.342910086854959,0.0
R_21_M,124.98006840000001,1064.9433125456367,124.98003722600001
R_22,0.0,50.428119894216785,0.0
R_23,0.0,4.023291627691561,0.0
R_24,0.0,4.023291627691561,0.0
R_24_M,0.0,79.67621457082635,0.0
R_25,0.0,71.62963131544322,0.0
R_26,0.0,61.5848311234763,0.0
R_27,0.0,61.5848311234763,0.0
R_28,0.0,10.044800191966916,0.0
