BASIN,2022-06_ALLOCATIONS,2022-06_DEMAND,2022-06_FLOW,2022-06_PROPORTIONS
R_01,5.767062834000009,5.767062833999999,75.23260744,1.0
R_02,12.228040400000003,12.228040400000001,46.92864466,1.0
R_02_MSRR,6.864603112645603,14.6972242,0.0,0.467068
R_03,0.00020219999999999998,0.00020219999999999998,7.398302815,1.0
R_03_MSRR,0.0,0.0,0.0,0.467068
R_04,0.7051635350000003,0.7051635350000001,39.60968022,1.0
R_04_MSRR,29.641457456094393,63.462830800000006,0.0,0.467068
R_05,3.3719111339999985,3.3719111339999994,34.27417497,1.0
R_05_MSRR,4.823921450310445,10.148338667,0.0,0.475341
R_06,1.775424985,1.7754249850000001,76.52185592,1.0
R_06_MSRR,5.069537908754991,10.665055000000002,0.0,0.475341
R_07,0.0012132,0.0012131999999999998,6.743761279,1.0
R_08,0.025500599999999995,0.025500599999999995,20.17178006,1.0
R_09,2.7730329999999994,2.7730329999999994,25.36844316,1.0
R_09_MSRR,9.294166031352596,19.5526286,0.0,0.475341
R_10,7.952224200000003,7.952224200000001,11.80158224,1.0
R_10_MSRR,18.551169808256986,39.027077000000006,0.0,0.475341
R_11,0.7818132010000001,0.781813201,17.73212525,1.0
R_12,1.1728282670000005,1.172828267,17.27592963,1.0
R_12_MSRR,7.5546068092807985,15.0358088,0.0,0.502441
R_13,1.1900755166388,4.2562131999999995,1.19007552,0.279609
R_13_MSRR,0.002865756151147,0.005703667,0.0,0.502441
